TimeStartup,QuatX,QuatY,QuatZ,QuatS,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,MagX,MagY,MagZ,Temperature,Pressure
270482506000,+0.9483433,-3.17159E-001,-3.14434E-003,+6.74566E-003,+00.000733,+00.000301,-00.001385,+00.0360,-00.1369,+10.0937,+0.111,-0.073,-0.807,+025.47,+100.41
270483756000,+0.9483433,-3.17159E-001,-3.14434E-003,+6.74566E-003,+00.000644,+00.000016,-00.001859,+00.0158,-00.1385,+10.0837,+0.112,-0.069,-0.804,+025.46,+100.40
270485007000,+0.9483441,-3.17156E-001,-3.14509E-003,+6.74567E-003,+00.000509,-00.000722,-00.001906,+00.0086,-00.1389,+10.0802,+0.112,-0.069,-0.804,+025.46,+100.40
270486257000,+0.9483441,-3.17156E-001,-3.14509E-003,+6.74567E-003,-00.000181,-00.000300,-00.001424,+00.0097,-00.1547,+10.0966,+0.112,-0.069,-0.804,+025.46,+100.40
270487506000,+0.948346,-3.17151E-001,-3.14412E-003,+6.74510E-003,-00.000287,-00.000144,-00.000868,+00.0200,-00.1571,+10.1194,+0.112,-0.069,-0.804,+025.46,+100.40
270488756000,+0.948346,-3.17151E-001,-3.14412E-003,+6.74510E-003,-00.000447,-00.000149,-00.000084,+00.0270,-00.1459,+10.1322,+0.112,-0.076,-0.810,+025.46,+100.40
270490007000,+0.9483455,-3.17152E-001,-3.14495E-003,+6.74656E-003,-00.000656,-00.000136,+00.000620,+00.0275,-00.1413,+10.1422,+0.112,-0.076,-0.810,+025.46,+100.40
270491257000,+0.9483455,-3.17152E-001,-3.14495E-003,+6.74656E-003,-00.000416,-00.000374,+00.000465,+00.0253,-00.1357,+10.1255,+0.112,-0.076,-0.810,+025.46,+100.41
270492507000,+0.9483483,-3.17144E-001,-3.14557E-003,+6.74491E-003,-00.000219,-00.000365,-00.000558,+00.0147,-00.1303,+10.1051,+0.111,-0.076,-0.811,+025.46,+100.41
270493757000,+0.9483483,-3.17144E-001,-3.14557E-003,+6.74491E-003,+00.000138,-00.000184,-00.001271,+00.0144,-00.1464,+10.1000,+0.111,-0.076,-0.811,+025.46,+100.41
270495007000,+0.9483485,-3.17143E-001,-3.14526E-003,+6.74465E-003,+00.000385,-00.000010,-00.001356,+00.0148,-00.1487,+10.1096,+0.111,-0.076,-0.811,+025.46,+100.41
